rasamalai,-0.14573039657
dinnerbrok,-0.14573039657
ciao,-0.14573039657
poorli,-0.14573039657
four,-0.14573039657
secondli,3.37964453224
sleep,3.37964453224
asian,-0.14573039657
capres,-0.14573039657
gabriella,-0.14573039657
captain,-0.14573039657
hate,4.23391413567
consider,-0.14573039657
accur,-0.14573039657
asthet,-0.14573039657
sorri,-0.14573039657
teapot,-0.14573039657
portioin,-0.14573039657
gozima,-0.14573039657
buddi,-0.14573039657
under,3.23391413567
chill,-0.14573039657
worth,-0.390576729242
chennai,-0.14573039657
everi,-1.22551748297
deli,-0.14573039657
lurk,-0.14573039657
uncl,-0.14573039657
appar,-0.14573039657
sleek,3.37964453224
sichuan,-0.14573039657
school,3.23391413567
flashi,-0.14573039657
wooden,3.37964453224
showcas,-0.14573039657
wednesday,-0.14573039657
frozen,-0.14573039657
barbecu,-0.14573039657
servic,-4.22551748297
9pm,-0.14573039657
enjoy,1.99290603616
erron,-0.14573039657
bacon,-0.14573039657
sabbath,3.37964453224
chef,-0.672976459942
crave,-0.14573039657
street,1.01152171433
sooth,3.23391413567
overdu,-0.14573039657
wintermelon,-0.14573039657
even,0.110531720161
dakshin,-0.14573039657
ruben,-0.14573039657
agreabl,-0.14573039657
amus,-0.14573039657
asid,2.23391413567
weren,-0.14573039657
gawki,3.37964453224
ain,-0.14573039657
nex,-0.14573039657
new,-0.895368881279
ever,-2.22551748297
disney,3.23391413567
told,0.233914135666
garantuan,-0.14573039657
herb,2.23391413567
never,-0.17207822401
here,-0.607388118315
met,-0.14573039657
kicker,-0.14573039657
path,3.23391413567
100,0.648951634945
delect,-0.14573039657
mozzarella,-0.14573039657
consomm,-0.14573039657
anymor,-0.14573039657
spotti,-0.14573039657
loos,3.37964453224
dri,-0.14573039657
smoke,3.23391413567
unaccommod,-0.14573039657
brule,-0.14573039657
stray,-0.14573039657
tatin,-0.14573039657
homemad,-0.14573039657
avenu,0.426559213609
attitud,1.23391413567
pound,-0.14573039657
sterl,-0.14573039657
total,-0.14573039657
highli,-0.14573039657
redon,3.37964453224
describ,-0.14573039657
would,-0.874610321112
princess,-0.14573039657
call,-0.14573039657
calm,3.37964453224
recommend,-1.74336578783
strike,-0.14573039657
difficulti,-0.14573039657
preview,-0.14573039657
type,2.64895163495
is,0.320450886134
calf,-0.14573039657
relax,3.23391413567
kerosen,-0.14573039657
notic,0.426559213609
hurt,3.23391413567
warn,-0.14573039657
phone,-0.14573039657
warm,2.23391413567
grandfath,3.37964453224
qualm,-0.14573039657
90,-0.14573039657
hole,3.23391413567
hold,2.23391413567
95,-0.14573039657
must,0.0639891342239
me,-0.19904527161
accid,-0.14573039657
